Frecuencia,Tiempo CH1,V1,Tiempo CH2,V2
50100.0,-4.0600000000000004e-05,-0.1,-4.0600000000000004e-05,-0.32
50100.0,-4.0560000000000005e-05,-0.1,-4.0560000000000005e-05,-0.3
50100.0,-4.052e-05,-0.1,-4.052e-05,-0.28
50100.0,-4.0480000000000005e-05,-0.08,-4.0480000000000005e-05,-0.3
50100.0,-4.044e-05,-0.06,-4.044e-05,-0.3
50100.0,-4.0400000000000006e-05,-0.04,-4.0400000000000006e-05,-0.28
50100.0,-4.036e-05,-0.06,-4.036e-05,-0.3
50100.0,-4.032e-05,-0.04,-4.032e-05,-0.3
50100.0,-4.028e-05,0.0,-4.028e-05,-0.28
50100.0,-4.024e-05,0.0,-4.024e-05,-0.32
50100.0,-4.02e-05,0.02,-4.02e-05,-0.3
50100.0,-4.016e-05,0.02,-4.016e-05,-0.3
50100.0,-4.012e-05,0.06,-4.012e-05,-0.28
50100.0,-4.008e-05,0.04,-4.008e-05,-0.3
50100.0,-4.004e-05,0.04,-4.004e-05,-0.28
50100.0,-4e-05,0.06,-4e-05,-0.3
50100.0,-3.9960000000000004e-05,0.06,-3.9960000000000004e-05,-0.3
50100.0,-3.9920000000000004e-05,0.08,-3.9920000000000004e-05,-0.3
50100.0,-3.9880000000000004e-05,0.12,-3.9880000000000004e-05,-0.3
50100.0,-3.984e-05,0.16,-3.984e-05,-0.28
50100.0,-3.9800000000000005e-05,0.14,-3.9800000000000005e-05,-0.3
50100.0,-3.976e-05,0.16,-3.976e-05,-0.3
50100.0,-3.9720000000000006e-05,0.16,-3.9720000000000006e-05,-0.28
50100.0,-3.968e-05,0.16,-3.968e-05,-0.26
50100.0,-3.964e-05,0.2,-3.964e-05,-0.28
50100.0,-3.96e-05,0.2,-3.96e-05,-0.26
50100.0,-3.956e-05,0.26,-3.956e-05,-0.28
50100.0,-3.952e-05,0.24,-3.952e-05,-0.26
50100.0,-3.948e-05,0.24,-3.948e-05,-0.28
50100.0,-3.944e-05,0.24,-3.944e-05,-0.28
50100.0,-3.94e-05,0.28,-3.94e-05,-0.26
50100.0,-3.936e-05,0.3,-3.936e-05,-0.28
50100.0,-3.932e-05,0.3,-3.932e-05,-0.22
50100.0,-3.9280000000000003e-05,0.32,-3.9280000000000003e-05,-0.26
50100.0,-3.9240000000000004e-05,0.32,-3.9240000000000004e-05,-0.26
50100.0,-3.9200000000000004e-05,0.34,-3.9200000000000004e-05,-0.28
